ID_REF	GSM142398	GSM142399	GSM142400	GSM142401	GSM142402	GSM142403	GSM142404	GSM142405	GSM142406	GSM142407	GSM142408	GSM142409	GSM142410	GSM142411	GSM142412	GSM142413	GSM142414	GSM142415	GSM142416	GSM142417	GSM142418	GSM142419	GSM142420	GSM142421	GSM142422	GSM142423
1418606_at	21.8	14.5	3.2	1.8	3.3	1.2	1.3	2.3	2.2	13.3	20.1	2.3	4.2	2.6	10	18.1	1.1	6.6	3.4	2.7	1.5	0.8	3.4	13.6	1.4	8.6
1418607_at	390.7	104.7	279.5	223.7	182.2	354.5	287.4	139.8	206.4	301.8	198.8	257.9	277.7	159.2	297.9	172.6	216.1	280	70.4	194.2	364.3	288.4	294.4	251.7	211.2	195.1
1418608_at	26.5	24.5	31	6.6	16.5	3.5	23.9	14.9	29.1	4.5	1.5	2.1	11.2	17	41.9	13.6	6.5	30.9	46.3	31.1	0.8	16.7	17.9	0.7	9.7	11.7
1418609_at	70.9	31	34.4	76.5	45.1	36.1	50.5	47.1	33.8	47.3	49.9	41.9	54.5	19.7	69.7	38	43.3	44.9	51.5	56.1	38.9	35.8	48.6	52.5	14	38.4
1418610_at	5.7	9.3	7.9	45	3.2	2.6	2.6	21.7	2.4	8	3.8	3.4	18.9	68.6	3.3	2.9	2.7	26.9	49.1	3.4	20	12.9	3.6	3.2	1.2	2.7
1418611_at	76.4	28.6	103.7	69.4	70.9	71.7	42.8	48.4	46.3	97.6	63.7	58.5	73.5	42.8	89.2	73.8	64.2	136.3	136.5	61.4	16	44.3	71	50	25.5	5.7
1418612_at	162.9	59.4	164.2	3.7	920.6	367.7	374.5	150.5	145.2	268.5	157.7	281.3	615.1	348	302.7	409.1	66.7	565.9	90.6	39.6	42.4	38.3	63.7	406.3	22.3	65.8
1418613_at	5.6	2.1	8.7	34.7	4	11.8	2.4	20.4	9.1	3.8	34.7	125	6.6	24.5	3.8	40.1	2.8	5.8	10.8	246.5	618.4	611.7	731.7	4.1	1.5	9.2
1418614_at	12.8	4.5	7.1	23.2	6.3	2.5	3.4	44.3	23.4	4.4	7.2	82.9	5.3	18	4.7	3.7	9.9	13.4	9.1	203.2	514.6	400.8	577	4.2	3.9	4.1
1418615_at	14.9	17	7.7	10.6	2.1	4.1	36.6	18.6	13	3.2	7.7	18.6	10	24.4	7.7	18.1	19.8	3.2	29.6	3.3	1.1	7.5	15.3	9.2	17.9	28
1418616_at	609.6	361.1	830.3	489.6	689.6	446.9	312.3	246.2	262	529.7	307.1	213.9	318.4	245.5	268.7	601.3	626.5	455.2	601	267.8	423.9	371.7	445.2	913.9	270.7	226.8
1418617_x_at	1.9	2.2	5.3	2.8	22.4	12	41.6	4.6	6.3	23.2	10.9	4.4	8.1	51.4	8.3	42.5	69.2	32.8	7.4	10.1	2	6.3	6.8	14.3	12.2	3.6
1418618_at	8.7	9.6	1.1	0.4	11.6	1.2	7.9	2.5	9.5	5.6	2.4	1.9	0.9	3.3	9.7	1.1	1	8.8	1.4	13.5	1	8.3	5.8	0.8	11.6	9.6
1418619_at	9.8	34.5	2.1	6.3	65.1	17	6.4	31.4	3.8	6.1	18.4	9.7	37.1	16.2	19.9	24.6	39.5	29.7	32	4.8	34.9	48	34.1	24.3	5.5	3.9
1418620_at	17	36.3	15.1	49.4	61.7	37.6	42.2	46.3	8.7	29.8	73.1	31.6	41.4	63.9	37.3	19.8	28.1	42.2	57.4	53.7	40.9	33.4	64.8	42.5	38.1	47.3
1418621_at	1540.2	1511	1575	1511.5	1883.6	1771	1705.2	1366.4	1263	1859	1131.9	1320.1	2263.1	1404.8	1717.3	1284.1	1308.5	1717.8	1410.4	1659.7	2114.7	2765.4	1665	1936.5	1595.7	1678.1
1418622_at	931.4	742.2	871.8	840.2	964.3	1092.1	985	1245.3	1070.6	1014.8	392.7	505.7	1051.1	494.2	717.5	533.7	436.2	1057.2	433.4	512.9	602.8	690.4	563.2	731.1	689.6	704.4
1418623_at	107	149.8	131.6	90	146.7	137.2	127.1	128	100.9	138	103.2	101.3	158.6	128.9	54.3	84.5	82.2	165.6	83.5	148.9	106.1	146.2	108.5	132.5	73.9	99.6
1418624_at	6842.6	13500.3	6563.4	5240.5	8351.1	8428.5	9043.6	8966	7995.3	11925.1	7266.6	9424.2	9475.8	12047.3	11260.2	7727.4	8777.5	6290	6490.5	12278.5	10276	10154.8	11100.7	5816.4	13113.8	15267.6
1418625_s_at	11982.5	17707.1	13343	11187.3	18654.9	13603.6	15016.8	18886.7	15579.1	19632.8	15336.7	16252.2	16665.7	22286.4	15030.1	18190.3	15207.2	12725.4	7966.2	18999.6	16285.3	13781	18882.6	8018.7	19390.4	21049.5
1418626_a_at	5.1	38.9	98.2	38.3	202.6	93	99.7	10928.1	10951.2	169.2	70.4	96.4	82.1	3776.8	73.5	130.8	63.3	98.7	2509.9	43.1	57.3	9.9	60.8	49.1	1.6	7.9
1418627_at	679.2	991.8	489.2	1168.4	3959.2	2825.3	3482.9	506.4	495.9	1111.2	1408	1095.9	373.9	661.4	529.9	6785.3	5201.2	1641.2	1283.9	568	1067.6	332.5	908	1029.9	740.1	598.2
1418628_at	1029.5	1153.2	1037	859.3	824.1	740.6	595.5	680.2	635.2	1045.3	855.9	810	811.7	981.1	765.6	625	653.1	893.9	744.8	898.1	797.9	801	784.2	782.1	1170.6	771.7
1418629_a_at	1787.3	2690.4	1471.9	1839.7	1297.5	1994.9	1192.5	1700.8	1583.2	2062.8	1306.5	1646.7	1824.7	1502.8	1376.7	1323.3	1471	1696	941.1	2027.7	1576.8	1338.9	1636.7	1858.1	2613.6	2062.3
1418630_at	89.1	58	81.5	90.8	2.3	57.1	30.9	39.6	19.6	38.3	102.3	34.7	39.2	88.8	41.5	8.3	37.7	81.9	196	24.7	54.8	68	35.9	57.1	53.3	16.7
1418631_at	1284.6	540.8	1178.9	1558.2	2057.1	2361.1	2153	564.9	568.1	1442.2	1258	1161.9	913.3	787.5	779.3	2446.5	1778.9	1312.5	1488.1	624.5	874.8	752.7	812	1639.3	486.5	664.9
1418632_at	395.1	14	347.9	402.7	462.6	234.4	336.7	223.1	167.5	254.4	225	208	216.1	22.8	176.4	291.9	143.4	291.9	21.6	69.4	82	14.5	80.7	304	117.1	15.7
1418633_at	198.1	78.7	188.2	214.1	203	150.1	142.4	96.5	126.9	291.7	257.1	157.4	205.6	252.8	80	108.9	107.8	207.7	142	106.1	107.6	73	87.7	130.4	238.7	152
1418634_at	286.7	72.3	309.6	238.5	429.5	263.3	206	160.4	122.5	321.5	237.1	119.9	464.7	558.9	228.9	166.5	105.5	357	460.3	134.3	147.8	164.7	127.6	304.2	531.3	278.7
1418635_at	1245.9	690.4	1315.2	1279.8	461.1	771.3	537.7	941.1	828.8	1072.4	659.9	387.1	815.8	969.1	750.2	153.8	176.7	954.7	1246.7	296.9	302.4	367.5	334.7	1180.1	453.2	342.9
1418636_at	227.6	87.8	208.1	284.2	93.2	108.6	91.1	89.4	91.6	175.6	120.5	130.7	101.4	121.8	140.7	91.8	68.4	181.3	47.8	67.4	96.7	51.7	93.1	141.2	98.6	37.9
1418637_at	772.8	591.8	835.6	960	285.6	603.1	301.9	733.7	631.6	574.4	363.9	298.8	524.5	492.8	372.1	83.6	144.8	697.9	1336.1	101	241.9	321.7	180.9	1076.1	910.1	696.4
1418638_at	1641.1	1083.9	1413	1498.8	546.4	1585.7	760.4	1987	2263.8	1976.8	1125.5	1403.1	1424.6	1525.5	1250.3	316.3	311.1	1049.5	1845.3	1727.8	960.8	1064.3	1307.7	906.8	514.4	416.1
1418639_at	42.1	35.8	19.7	6.1	14.6	22.7	20.5	15.9	5.9	35.8	35.1	24.4	48.9	26	36.6	1.4	13.1	37	9.3	7.5	4.6	22.9	47.5	22.1	3.3	2.7
1418640_at	558.5	289.9	841	758.3	462.8	632.3	660.5	518.7	475	600.1	361.5	571.5	565.2	478.4	448.6	840.1	1059	675.9	652.4	314.8	379.4	445.2	292.6	1042	569.3	413.4
1418641_at	635	69.6	515.5	285.7	967.9	659.8	568	1286.3	1407.4	1031.7	294.5	125.4	1057.8	1497.7	499.4	390.2	262.5	1145.4	577.3	38.7	91.4	76.6	18.9	926.2	110.9	59.5
1418642_at	57.6	39.6	78.1	26.7	90	87	86.8	191.5	195.6	129	52	23.7	106.5	136.7	59.7	61.3	12.7	99	25.1	27.1	5	36.4	29.3	102.7	36.6	17.7
1418643_at	4916.3	1066.1	4507.9	4926	2979	4354.4	2170.9	2137.3	1857.4	4161.4	2187.7	1536.8	3784.6	2687.3	1840.2	2048.7	2184.1	3972.9	3757.1	1320.5	1183.7	904.3	1209.1	4790.2	3215.5	3578.1
1418644_a_at	824.5	522	1147.9	1228	1249.8	918.9	891.6	502.6	639.7	738.7	850.3	540.9	435.6	523.3	645.7	1897.5	1189	1010.4	918.8	517.3	743.5	497.1	664.5	848.4	385.3	463.6
1418645_at	61.8	17.6	102.6	45.8	93.8	23.7	40.2	33.4	33	11.4	16.6	6.5	5.1	4.5	6.3	38.8	63.3	42.8	4.7	10.3	22.5	21.1	3.6	35.2	12.8	27.5
1418646_at	376.9	641.1	242.9	290.8	142.8	308.6	42.5	254.1	292.2	220.8	297.3	227.5	324	276.5	251.5	192.1	21.8	288.7	323.5	229.5	117.9	159.4	185.6	122.4	283.6	310.5
1418647_at	116.5	174.9	78.3	82.7	26.6	139.6	66.6	75.4	103.6	86.2	63.8	67	64	69.5	59.1	20.8	27.7	85.7	147.6	18.6	29.4	34.3	40.3	57.5	65.1	52.6
1418648_at	2.8	18.1	2.4	1.6	98.5	23	47.8	66.1	10.3	8.8	4.5	5.7	14.3	16.7	28.9	35.3	35	4.3	10.2	9	0.7	2.1	16.5	23.9	60.8	104.4
1418649_at	17.6	16.3	31	3.5	264.1	22.5	71.4	124.3	153.2	3	16	21.1	45.7	14	37.6	127.3	115.6	28.6	64.4	25.7	4.4	6	1.7	24.4	161.9	311.4
1418650_at	195.8	28.5	115.6	134.3	67.8	109.2	39.6	36.9	43.8	142.3	3.7	200.7	63	55.8	90.6	13.3	8.1	160.3	16	3.3	48.5	59.1	46.1	159.2	95.4	67.8
1418651_at	187.6	80.7	150.5	201.1	97.6	111.9	86.1	91.8	96.8	131.1	52.7	196.6	117.8	76.5	67.9	64.5	75.1	184.9	246.5	13.9	31.6	48.3	80.1	181.7	160.4	166.3
1418652_at	189.6	2.7	190.6	60	51.3	105.3	137.3	11059.6	10261	704	583	16.6	354.8	17542.7	255.2	46.6	13.1	62.6	963.6	3.7	1.9	7.8	2.1	246.9	4.4	2.4
1418653_at	2.3	1.6	2.9	5.1	6	4.1	11.6	3.2	1.3	15.1	13.3	18.3	26.2	23.3	11.7	30	5.1	2.9	11.4	3.4	34.2	14.7	3.3	1.8	1.4	2.9
1418654_at	30.4	2.3	3.6	2.8	4.5	22.6	1.6	1	4.9	1.8	6.6	31.4	15.2	7.4	27.8	4.2	4.9	10.3	5.2	16.6	4.8	0.4	4.7	2.5	2.4	2.4
1418655_at	1757.4	873.7	1558.1	1619.3	1275.7	748.8	765	903.4	825.4	1833.7	923.7	701.3	1603.7	1470.4	887.7	353	244.9	994.9	719.3	883.4	820.7	657.3	1154.2	957.5	610.9	456.8
1418656_at	1159.9	1581.4	814.2	776.9	925.5	1447.4	1775.7	1210	1325.9	904.4	1295.6	2055.6	1690.4	1219.1	1485.8	1596.4	2948.4	1286.5	743.3	4640.4	2182	3553.7	2126.9	1016.6	2695.1	3447.7
1418657_at	87.9	68.4	190.4	75.3	171.4	104.6	143.9	76.3	116.8	150.6	137.6	121.6	93.1	19.5	144.3	82.8	100.3	138.7	47.3	163	110.6	126.5	188.1	88.6	101.8	93.5
1418658_at	380.8	227.7	372.2	428.2	140.2	305	359.6	453.2	449.1	354.7	261.4	151.1	280.9	246.6	348.3	190.2	244.7	381.6	383.3	249.2	194.8	164.9	232.4	394.3	301.9	348.3
1418659_at	374.5	157.2	418.7	510	126	240.5	191.5	253.4	262.5	108.2	202.5	219.9	205.8	203.4	226.3	30.3	76.2	331.7	431.6	63.1	188.9	279.6	150.1	512.7	195.9	127.5
1418660_at	179.7	93	331.9	233.2	128	48.9	73.6	96.6	81.5	61.8	125.3	66.8	87.2	130.9	130.8	20.5	22.9	89.1	136.7	68.3	73.5	65.1	53.5	175.8	122.9	41.1
1418661_at	86.2	101.8	100.1	37.7	99.9	106.9	110.6	109.1	119.6	96.7	181.7	78.9	81.3	296.1	139.8	81.5	50.2	106.8	56.9	167.2	161.9	140.7	120.9	81.1	77	88.9
1418662_at	241.7	70.4	255.8	191	131.7	227.9	176	161.9	232.7	161.9	98.1	233.6	205.3	139.8	220.3	189.5	135.4	139.1	54.4	178.2	236	281.7	259.6	236.5	75	141.5
1418663_at	4.4	33.8	39.8	28	14.8	4	33.8	29	47.7	19.9	43.7	20.6	3	45.8	40.2	30.1	29	54.1	47.9	29.1	29.7	45.7	19.9	18.4	3.9	10.6
1418664_at	20.7	3.2	4.9	0.8	11.4	1.2	6.1	44.2	32.7	2.2	4.2	0.6	2.1	38.6	22.6	4.3	5.6	19.6	130.4	7	0.9	25.1	7.3	8.6	9.8	0.6
1418665_at	108.1	151.4	84.6	106	416.1	101	192.3	125.5	177.8	107.2	125.5	153.5	198.3	214.2	153.7	172.7	142.6	111	121.7	263.6	113.6	122.4	210.3	86.3	243.8	368.5
1418666_at	29.7	2.1	56	15.2	29.6	35.8	44.3	30.7	21.4	29.2	5.2	7.9	24.4	30.2	36.2	22.8	9.3	15.3	56.1	22.4	23.6	34.2	13.6	10.6	13.7	0.5
1418667_at	227.5	266.7	187.2	238.1	232.6	213.3	162.7	170.1	172.9	208.7	186.5	153.9	149.3	110.9	125.3	125.4	118.6	318.3	106.4	91.5	145.4	125.8	204.1	194.6	257.5	186.4
1418668_at	14.3	6.1	32.8	4.5	2.1	14.5	17.1	16.5	19.5	3.7	19.5	4.6	1.6	4.5	14.8	30.9	7.1	2.9	29.4	13.9	25.1	12.3	9.3	13.7	1.2	23.3
1418669_at	244.3	299.7	324.9	348.2	381.3	160.6	254.8	233.5	291.5	367.2	412.6	227.2	315	272.5	345.3	261.5	254.4	270.3	276.3	208	177.9	167.4	164.5	231.3	119.2	204
1418670_s_at	9	5.5	7.8	7.5	4.7	7.6	7.9	23.8	19.4	7.7	12.2	6	9	11.1	78.9	3.3	4.2	14.1	89.7	8.5	4.7	10.1	8.5	8.1	4.8	5.7
1418671_at	158.8	14.5	94.6	126.5	193.4	92	113.2	65.5	48.4	145.1	152	6.4	216.8	21.2	113.4	152.3	108.5	34.9	107.7	76.5	126.5	71.6	60.9	98.6	25	35.2
1418672_at	80.6	24	6.9	41.2	77.3	99.9	97.2	196	167.8	44.5	14.7	66.1	152.6	281.8	94.5	90.4	110.3	136.8	140.2	18.5	17.7	34.6	32.8	166.3	39.2	7.5
1418673_at	14.9	15.9	3.7	6.4	8.1	2.6	12.7	17.5	23.1	1.5	30.7	26.3	18.3	13	3.6	10.4	15.3	12.6	73.1	1.9	8.8	21.5	0.6	1.8	10.1	15.8
1418674_at	17.7	24.2	23.6	4	3.1	9.7	16.8	187.2	180.3	18.1	19.4	37.8	11.8	222.4	54.4	44.3	21.5	15.3	257.9	8.6	28.4	8.5	5.6	0.8	7	15.2
1418675_at	26.3	37.2	13.1	3	17.9	2.3	2.2	49	76.1	8.2	49.8	38.8	37.2	25.3	40.8	4.7	13.2	32.5	42.8	12.1	27.7	17.7	17.5	33.9	14.2	3.7
1418676_at	62.4	39.1	71.3	101.1	58.3	63	7.4	59.5	34.9	112.3	50.6	11.7	86.1	68.3	56.6	49.4	6.5	11.1	36.5	24.2	36.9	62	61.4	51.8	26.3	52.7
1418677_at	4.3	26.5	5.7	2.9	2.8	25.8	6.5	21.9	4.7	4.5	10.8	3.7	3.1	6.2	7.7	6.7	20.6	5	4.2	7	6.4	2.4	25.5	1.6	3.9	5.2
1418678_at	23.6	14.3	45.3	20.2	32.8	23.7	2.2	51.1	65.7	37.8	62.9	18.4	8	75.3	50.3	28	25.4	39.1	68	17.3	1.4	29.6	1.5	18.5	2.4	32.1
1418679_at	10.5	16.4	11.8	3.1	13.7	10.4	2.9	1.6	1.8	49.6	0.9	20.5	45.7	23.6	27.1	3.1	4.8	4.5	1.4	3.2	12.5	29.2	11.5	1.5	2	10.9
1418680_at	47.3	34.5	8.8	79.7	11.6	8.1	64.7	90	38.2	11	70.1	35.4	17.5	6.5	81.4	5.1	12.4	71.4	93.3	31.1	4.5	23.2	33.9	32.5	3	3
1418681_at	59.2	88.8	69.4	70.5	54.3	67	78.2	84.1	102	22.8	62.5	77.5	130	49.3	66.6	139.5	184.3	71.3	64.7	32.1	95.6	76.9	67.5	77.3	94.3	142.4
1418682_at	2.1	13	0.8	16.6	3.4	2.7	22.1	7.5	0.6	30.2	28.8	21.6	14.5	20.3	16.1	3.7	4.9	40.4	87.9	0.8	0.3	8.1	25.1	21	7.3	3.1
1418683_at	3.2	18.5	70	2.4	7.7	3.8	8.7	7.8	17.2	10.9	11.5	2.3	12	16.2	6.2	4	7.2	14.2	70.9	16.1	18.5	2.2	1.6	16.4	5.3	4.8
1418684_at	54.8	44.7	108.8	98.9	24.6	53	67.9	15.1	45.9	45.3	78.3	5.1	12.8	3	65.3	28.8	84	48.3	39.7	7.1	11.1	2.9	2.4	12	4.7	2.6
1418685_at	131.2	131.8	194.2	135.1	333.4	86.8	112.2	173	170.6	95.6	162.9	155.6	82.5	189.1	71.5	180.1	125.4	124.8	360	194.8	317.2	228.8	254.8	133.3	307.9	169.3
1418686_at	174.7	47.4	202.2	240.8	87.4	103.4	79.8	82.7	78.2	123	154.6	155.5	171.1	107.8	159.6	70.1	51.7	123.5	87.6	78.8	157.1	173	165.6	186.3	147.1	104.7
1418687_at	31.6	152.2	7.7	9.1	3.5	3	8.6	2.2	4.8	7.2	6.7	4.2	25.8	2.9	9.5	11.3	2.3	8.7	46.8	2.3	4.6	1.4	6.4	2.1	1.6	2.1
1418688_at	35.3	25.1	15.8	3.1	19.3	16	2.5	34.1	20.3	3	22.4	16.3	25.7	16.6	16.7	2.8	4.2	52.3	16.4	18	15.6	21.7	22.7	14.3	20.2	14.3
1418689_at	18.4	1.1	2.4	1.5	10.8	2.1	5.1	3.1	1.1	13.4	8.9	4.7	10.3	1.5	3.2	1.9	17.3	6.3	36.8	1.7	2.6	14.6	1.7	10	0.7	18.3
1418690_at	2.5	0.4	38.7	3	1.8	14	2.2	10.3	0.8	8.9	9.7	8.2	4.7	3.4	25	4.6	1.8	10.5	6	11.7	3.6	1.9	1.4	0.6	4.1	0.6
1418691_at	50.9	94.1	83.4	101.7	119.5	31.3	50.9	90	76.8	60.1	51.4	49.6	93.5	54.3	47.3	78.7	51.9	67.6	107	47.8	62.3	37.1	35.5	54.2	52.6	14.1
1418692_at	2807.3	1979.3	2414.4	2463.4	2815	2280.9	2997.3	2112.2	1947.5	2707.4	1899.2	1918.6	2200.2	2774.7	2447	2488.8	2246.3	2459.9	938.7	2814.2	2402.9	1782.3	2466.1	2111.1	1286	1734.6
1418693_at	1083.5	1297.2	1030.1	1097.8	1128.6	900.6	891.3	1038.8	1090.5	1132	916.4	474.9	819.9	611.5	884.2	798.5	1158.2	966.2	440	958.3	441.3	392	463.4	1309.5	1368.4	1257.8
1418694_at	170	107.4	170.9	177.3	146.3	163.3	174.5	104.1	102.9	201.4	190.7	85.8	166.9	138.8	104.5	198.8	154.3	176.9	175.4	122.3	148.6	127.3	108.7	194	162.5	171.5
1418695_a_at	1469.1	1550.5	1813.1	1651.7	1785	1521.4	1703.4	1476.5	1548.7	977.4	1409	1642.5	1342.3	893.6	1573.9	2816.5	1679.3	1522.7	2085.7	1274.9	2091.9	2420.4	2293	1695.8	1603	1563.6
1418696_at	21.9	1.6	26	58.3	46.4	8.4	14.5	15	24.6	39.8	92	17.9	43.6	66.2	58.8	16.9	23.9	43.3	15.5	33	36.7	45.9	22.6	27	1.6	17.7
1418697_at	35.3	54	13.1	25.1	12.6	4.3	34.3	12	34.1	39.5	52.2	5.5	21.8	21	49.6	2.2	23.3	2.9	21.1	5.1	13.2	42.5	13	3.3	8.4	8.9
1418698_a_at	1584.1	370.6	1209	4621.2	6545.6	9947.5	7027.4	845.8	853.9	2750.8	2755.3	3792	385.8	1185.7	966.5	13584.4	9628.2	3691.8	5098.1	1015.5	2124.7	603	1522.6	2770.8	253	201.6
1418699_s_at	2580.5	601.8	2326.3	6810.8	11628.8	16088.3	11475.6	1420.9	1551.7	5996.4	5442.7	5927.4	744.3	2005.6	1981.4	19477.7	14818.4	5955	10703.2	2180.8	3643.5	1087	3101.7	4868.3	656.9	582.1
1418700_at	769.2	922.6	751.6	697.6	775	749.3	616.4	894.8	790.9	580.2	713.6	865.6	829	648.3	1043.6	1038.7	1108.3	793.9	515.5	934.2	1330.1	1335.6	1136.1	731.7	840.3	775.8
1418701_at	150.2	196.4	197.2	185.6	308.6	337.1	229.4	276.4	208.9	242.5	231.4	192.9	151.5	326.2	227.3	461.9	539.2	269.4	398.8	173.3	170.5	130	166.1	173.5	379.8	394.8
1418702_a_at	490.4	1261.6	479.4	386	711.3	737.9	679.9	606.8	662.1	741.7	651.3	743.6	831.1	619.6	807.5	923.6	1204.9	631.6	464.8	1376.2	960	1032.6	1117.1	245.8	419.8	587
1418703_at	752.5	614.1	744	734.2	739.1	621.9	757.4	543.2	530.2	965.5	1031.3	430.6	852.4	776.4	698.5	478.8	304.6	608.7	1102.4	562.1	1151.4	1260.9	799.3	927.9	741.3	539.3
1418704_at	687.6	428.1	535.2	507.4	942.4	804.8	1276.3	716.7	756.3	1027.3	1504.1	1100	1300.3	829.6	1205.6	667.3	702.6	859.4	839.9	2741.8	1548.2	1933.3	1801	698.9	637.2	790.8
1418705_at	33.7	6.4	17.1	26.1	39.8	17.5	12.3	1.9	17.8	3	12.5	2	7.3	14.2	30.4	17.5	31.8	29.4	113.9	36.1	3.3	1.2	8.1	5.3	28.9	23.4
1418706_at	4.6	5	25	16.9	5.1	39.2	2.8	20.9	2.3	14.7	56.4	17.8	8.4	38.4	10.9	3	9.2	71.2	29.7	4.8	22.1	22.4	6.9	10.9	5.2	39.1
1418707_at	170.3	165	128.1	128.6	85.6	87.4	104.4	103.4	93.4	124.1	115.2	105.8	66.2	96.8	67.3	67.5	66.8	111.6	90	98.1	142.5	137.6	121.2	61.3	98.7	78.4
1418708_at	19.1	5.5	6.2	7.2	8.5	3.7	5.1	20.3	43.3	6.4	7.9	5	6.4	31.2	28.8	4.3	4.7	9.8	10.1	2.9	6.7	2.5	3.4	2.1	3.6	22.9
1418709_at	37.9	19.4	4.3	20.1	25.4	44.6	25.2	108	102.6	23.7	49.2	53.6	13	7.8	65.3	22.1	24.2	35.3	39.7	181.3	43.5	46	78.4	18.3	193.5	351.2
1418710_at	199.7	36.3	203	272.6	576.6	326.3	589.3	284.2	336.8	439.9	400.2	2036.3	366.3	331.3	817.7	1100.6	1099.9	279.6	1225.9	429.6	1149.8	1089.2	1030.8	151	87.9	99
1418711_at	58.5	355.9	42.3	24.7	33	5.5	28.8	71.8	127	5.3	86.7	22.8	41.2	117.6	7.8	8.1	23	25.3	159.6	22.7	14.1	27.6	33.6	49.8	47.2	39.3
1418712_at	48.3	13.3	32.4	54.9	61.9	40.4	35.3	87.2	56.6	16.3	19	18.5	34.6	46.6	1.5	33.2	21.2	36	12.3	8.8	26.6	26.5	17.9	40.6	1.4	36.7
1418713_at	50.1	28	14.7	27	42.2	6.6	67.6	126.9	136.5	56.7	114	41.3	66.4	6.3	73.9	64.6	62.2	5.3	47.3	100.7	68.8	111.7	57.3	17.6	33	11.7
1418714_at	6.5	5.3	24.8	35.4	141.1	41.3	66.6	35.5	14.7	19.4	43.9	48.5	21.8	36.5	28.3	149.7	120.7	34.4	42.3	20.4	56.4	21.2	19.3	43.3	17.1	23.8
1418715_at	97.2	63	118.9	143.8	81.4	81.8	44.2	63.3	74.4	90	83.8	99.3	66.2	4.3	113.9	49.6	54.2	117.4	66.8	69	51.8	65.1	38.2	84.4	116.3	85.6
1418716_at	98.3	141.4	107.9	98.4	84.7	114.6	104.5	104.8	114	80.6	121.9	86.7	96.7	77.7	78.8	85.7	112.7	87.2	15.1	107.5	73	30.2	88.8	67.8	138.2	131.8
1418717_at	44.9	23.4	18	52.4	26	57.7	2.2	27.4	33.4	39.9	5.3	7.4	52.9	45.9	6	28.2	27.1	46.8	70.1	12.1	38.6	28.5	44.7	13.2	25.5	3.4
1418718_at	118.3	131.8	142.8	130	150.7	143.2	108.8	422.1	438.2	207.6	164.7	118.4	166	441.4	91.7	118.6	147.4	93.7	245.1	58.7	49.1	66.1	15.8	115.2	75.7	126.1
1418719_at	166.9	212.6	189.5	172.7	397.4	202.7	232.2	222.4	260.4	203.8	145.6	118.4	151.6	106.8	185.5	334.1	369	168	95	111.1	66.4	28.6	71.7	156	185.6	178.2
1418720_at	309.3	389.8	296.5	291.6	231	202.5	300.8	304.6	389.9	347.6	416.4	397.3	244	280.7	324	312.3	331	273.9	244.8	412.4	499.4	362.2	491.2	203.6	239.4	287
1418721_at	189.3	278.2	169.5	165.5	215.5	159.9	154.1	165.9	137.4	129.4	254.9	112.2	141.6	125.2	142.1	177.7	166.3	187.6	112.4	213.4	129.8	94.7	191.2	139.3	324.6	245.3
1418722_at	286.4	157.2	11783.1	174.7	30933.6	9481.1	25286.7	223.7	227.1	2160.9	1228.3	999.8	942	3147.7	2661.1	28033.1	7576	13032.8	835.9	77	84.4	114.5	146.3	3115	83.6	17.5
1418723_at	5.3	0.6	20.4	13.5	9.5	4.7	12.4	0.6	1	1.6	24.3	0.5	15.2	1.1	19.9	3.6	0.5	12.7	1.3	0.5	3.3	0.9	0.7	15.9	0.6	0.8
1418724_at	26.1	8.3	44	58.7	43.2	37	52.2	47	46.8	70.1	20.5	35.5	38.6	83.9	57.6	51.8	49.6	66.3	95.5	24.6	37.8	3.4	22.8	23.6	5.5	37.4
1418725_at	3.3	23.2	18.6	49.6	33.2	41.2	32	36.1	20.1	35.9	53.6	49.9	46.2	41.2	45.4	40.2	22.5	65	58	27.9	3.5	29.6	20.1	28.8	28.8	34.1
1418726_a_at	1.6	0.4	1	12.8	0.9	0.5	7.4	6.9	0.6	1.8	1.2	3.9	1.3	23.9	1.3	4.1	2.4	9.5	0.9	11.9	0.2	0.9	8.6	18.3	1.1	0.7
1418727_at	377.8	852.2	352.8	282.8	385.7	270.5	307	392.2	398.1	358.8	268.4	628.6	251.4	526.2	324.7	396.2	422.1	379.5	312.3	506.7	411.4	416.7	439.4	249.2	356	248.8
1418728_at	107.1	56.5	111.9	39.6	22.1	36.6	40	73.1	43.9	57.7	82.8	32.6	70.3	45.4	46.4	28.2	23.1	74	302.8	24.2	79.5	92.6	33.9	64.1	30.5	19.9
1418729_at	56.5	39	56.3	68.8	46	23.6	5.4	7.5	31.2	96.7	96.8	56.1	86.2	95.2	37.6	13.4	15.5	73.2	144.6	61.9	26.9	43.6	44.4	13	36.7	59
1418730_at	335.7	207.8	293.6	357.9	158.1	167.5	193.6	144.4	190.7	206.8	104.2	132.7	208.1	174.9	312.4	163.2	180.8	265.8	125.4	144.1	168.1	223.2	147.5	252.6	139.5	169.1
1418731_at	70.6	22.6	71.9	75.5	21.9	46.6	63.2	50.6	46.7	43.3	21.5	27.9	20.7	37.3	23.2	33.2	85.2	70.7	6.6	25.8	59.7	63.7	42.9	49.9	20.5	36.7
1418732_s_at	297.7	278.1	318.8	236.8	210	306.3	226.8	200.8	230.6	198.9	293.2	286.9	277.3	274.8	261.8	286.6	287.1	338.2	166.5	255.4	242.7	233	228.2	276.2	151	173.1
