ID_REF	GSM142398	GSM142399	GSM142400	GSM142401	GSM142402	GSM142403	GSM142404	GSM142405	GSM142406	GSM142407	GSM142408	GSM142409	GSM142410	GSM142411	GSM142412	GSM142413	GSM142414	GSM142415	GSM142416	GSM142417	GSM142418	GSM142419	GSM142420	GSM142421	GSM142422	GSM142423
1415670_at	1191	1251.4	1014.2	1079	907.5	935.6	816.7	988.6	920.7	1099.1	1052.4	905	1004.9	1197	709.1	714.8	856.1	1116.7	804.9	1006.2	1047	838.1	1091.4	980.7	1137.4	914.4
1415671_at	1914.6	2287.1	1752.7	1950	2832.3	2352.2	1611.1	1877.2	1850.2	1907.8	1705.6	1023	1296.2	1463.2	1434	2430.1	1799.1	1679.4	1378	1541.1	1621.3	1351.8	1797.8	1523.4	1568.3	1327.8
1415672_at	2217.4	1899.4	2180.8	2105	2208.5	2565	3189.8	2031.8	2077.9	2443.1	2483	2405.9	2396.2	1971	1915.6	2364.9	2548.8	2437.1	1367.8	2224.8	2863.8	3564.3	2586	2301.6	2835.4	2981.9
1415673_at	507.6	1230	427.2	342	498.2	468.4	484.5	593.1	498.9	592.4	556.1	794.1	828.9	552.5	529.1	520.5	446.8	604.6	301.5	1539	1331.7	1431.7	1568.7	529.5	953.8	1334.1
1415674_a_at	962.2	1623.6	983.1	886.6	1211.4	1132.9	1122.1	1299.6	1342.9	1499.4	860.2	1597.9	1207.8	1305.4	1417.1	986.8	866.6	1088.9	899.1	1522.3	1621.7	1624.9	1864.5	859.3	690.7	825.4
1415675_at	735.7	952	770.1	663.2	671.2	685	673	950.9	901.7	887.2	927	1155.8	777.2	671.1	607.9	755.6	773.8	772	497.6	889.6	796	696.8	825.3	669.8	552.2	553.9
1415676_a_at	1549.9	3928.8	1140.1	1087.8	2418.6	2469	2554.6	2071.5	2227.1	1754.6	2118.3	2305.4	2242.6	2141.4	2183.7	2717.7	2654.6	1519.8	1504.7	4171.8	3528.8	3298.6	3622.5	1312.6	2588.3	2688.8
1415677_at	152.3	140.6	241.3	218.4	463	298.4	277.3	936.5	965.2	229	319.2	191.4	157.5	536.7	436.6	290.2	199.1	252.8	259.9	215.5	315.9	220.8	341.4	203.5	160.7	237.4
1415678_at	872.9	824.4	1080.3	935.7	697.2	906.1	564.9	702.8	885.8	664.3	520.4	970.9	520.6	597.3	696	1134.3	872.2	767	676.4	523.6	1119.6	1140.4	1074.9	1170.1	882.6	978.4
1415679_at	4277	2397	3445.2	3511.1	4051.5	4549	4061.5	3207	2991.5	4284.4	3671.4	4488.4	4228.3	3754.1	4612.7	2720.2	2849.4	3711.9	2383.5	4423.7	4307.6	4694.4	4875.5	3738.9	1556.2	1783.7
1415680_at	1211.4	1642.2	1136.4	1360.5	1323.7	964.4	921.3	1373.2	1285.2	1155.8	932.6	1597.5	904.8	811	690.7	1565.5	1397.7	1257.6	1390.4	951.9	1151.1	936.4	1045	1216.4	1183.8	854.1
1415681_at	1362.7	1447.3	1281.1	1285.4	1094	1510.4	1125.1	1023	1236.5	1498	1768.2	1251.3	1368.6	1393	1932.6	1129	962.2	1272.9	700.1	1808.7	1345.6	999.1	1603.8	1177.2	1295.2	1612.6
1415682_at	843	612	1049.8	3006.2	3798	2291.6	3519.1	445.1	583.8	1460.8	1168.6	1439.2	424.3	556.7	525.5	5395.3	4316.9	1186.6	997.5	401.4	677	399.1	482.3	1461.3	532.2	485
1415683_at	1894.8	3080.2	1742	1711.5	2334.9	2093	2138.1	2169.5	2146.7	2436	1789.7	1829.3	2439.2	2204.9	1952.5	2389.5	2252.3	1829.1	1534.2	2024.8	2233.9	2008.2	2230.8	2378	3350.3	2972.8
1415684_at	513.4	303.2	290.1	295	360.2	273.5	219.9	461.9	450.7	228.1	283.5	229.5	389.8	245.3	343.7	189.8	167.2	336.2	208.5	242.2	196.6	208.3	189.4	332.9	328.8	249.5
1415685_at	571.1	490.5	563.6	537.3	413	606.8	378.8	714.3	669.7	480.8	659.6	950.3	540.5	492.8	399.9	396.2	666	606.4	570.9	168.5	457.8	513.5	429.6	699.3	989.6	858.1
1415686_at	519.9	584	685.4	803.2	536.1	693.1	614.2	1043.3	901.6	551.6	833.2	1146.7	707	566.1	619	390	373.5	539.2	745.3	355	660.4	590.3	589.2	735.1	855.5	533.9
1415687_a_at	10851.5	1632.2	9526	9910.4	9191	11109.7	6870.7	15949.3	16002.5	12944.5	9583.1	7525.7	8702.6	21430.4	9427.5	4987	5093.2	8825.1	16258.3	8526.7	6680.1	5681.1	8526.8	8400.6	4238.7	3486.3
1415688_at	1267.4	1386.8	1331.2	1302.4	1048.8	958.7	1258.6	1148.3	1195	1221.5	1549.3	1824.7	1409.3	1233.9	1861.4	778.4	857.2	1136.2	943.8	1274.4	1486.5	1650.7	1543.1	1480.5	2255.8	2796.4
1415689_s_at	628.2	297.3	809.5	850.7	476.6	509.1	442.7	392	432	516.3	700.8	498.4	609.2	485.6	547.6	466.5	422.4	565.8	436.1	293.6	413.9	464.9	405.5	769.6	447	388.6
1415690_at	830.4	2057.8	741	611.7	1316.1	1080.3	1481.8	1345.6	1077.1	1268.3	880.6	1602.6	1157.4	954.4	1257.7	1830.3	2737.9	1045.7	484.3	2499	2470.7	3011.2	2224.5	689.9	1755.2	1789.5
1415691_at	1095.4	626.2	1262.3	1290.2	835.5	827.1	681.1	971.5	819.8	610.6	826.2	731.4	806.8	633.6	1707.2	768.4	662.3	962	1622.8	310.1	433.7	322.8	455.4	1184.5	596.1	492.7
1415692_s_at	3663.2	5239.8	3075.3	3154.6	4705.5	3276.6	3300.9	5590.2	5189.4	3012.2	3240.8	2840.6	3873.5	4262.1	2631.9	3536.3	4401.1	2988.2	1937.2	4302.6	3065.9	3234.1	2677	2451.9	3763.2	4139.9
1415693_at	1020.8	829	961.6	931.9	1114.3	860	804.4	872	870.4	894.7	674.9	760.2	1054.7	1277.4	1069.7	806.7	705.6	855	1057.1	1097.4	1115.6	882.8	1101.9	780.3	526.4	770.8
1415694_at	664.4	748.3	539	510.5	505.5	444.4	413.5	766.8	837	748.2	409	406.8	684.9	878.6	301.3	319.3	446.2	462.2	215.5	735.2	670.1	444	722.5	398.1	297.3	399.6
1415695_at	2902.7	6186.2	2654.6	2586.1	3338.1	3455.9	5699.5	5088.4	4888.8	3409.8	4753.6	5270	4721.2	4087.8	5064.4	5713.1	6695.4	3782.3	2894.6	4424.7	5547.2	7802	4909.7	3310.5	5474.1	6060.5
1415696_at	1166.1	1665.9	1019	1106.9	1322.7	1176	1071.1	1380.7	1382.3	1246.7	949.4	961.4	1323.1	1426.6	1091.4	1160.1	1159.9	1101.7	1198.9	1060.8	1343.6	1211.8	1233.9	1014.5	1022	1122.8
1415697_at	1358.4	1841	1134.4	1163.8	1042.5	1228.4	908.3	1106.5	1070.9	979.9	801.5	1317.3	1402.5	982.6	1150.2	754.1	837.5	1339.5	977.3	1019.9	1292.5	1777.7	1180.4	1619.3	1719.3	1663.4
1415698_at	483.6	329.1	466.3	543	437.9	387.5	469.2	459.6	447.4	399.3	189.3	163.4	580.9	385.6	286.7	642.5	683.5	723.4	357.7	168.6	293.7	208.3	245.4	383.9	407.1	256.4
1415699_a_at	1640.9	2501.5	1831.2	1733.4	1509.8	1398.5	1204.8	1803	1712.9	2063.2	1590.7	1365	1242.9	1661.7	1560	1364.5	1577.9	1723.2	1319.2	1413.3	1390.1	1097.6	1441	1432.9	1520.3	1567.3
1415700_a_at	1787.2	2873.5	1846.3	2045.6	2530.7	1761.5	2067.7	2557.5	2376.5	1490.1	1726.3	1674.5	3389.4	2008.1	1970.8	2208.9	2117.4	1674.6	1464	2187.6	2572	3073	2138	1874.3	3723.9	3879.7
1415701_x_at	28832.9	22754.8	28971	24348.3	20820.5	28940.5	29040.5	23232.1	19075.9	38776.3	33117.6	28412.3	30584.8	32654.7	36486.1	21787.9	23076.5	28926.7	25318.2	24936.6	23780.4	25609.7	27960.9	20070.7	23601.2	27300.8
1415702_a_at	2604.6	2419.2	2598.9	2740.6	3480.3	3025.8	2816.9	2003.2	2188.7	3063.4	2738.3	2487.3	2868.9	2319.6	2606.7	4249.6	3373	2325.5	3892	2720.6	2544.7	2435.7	2708.5	2549.2	2720.6	2817.7
1415703_at	1457.6	1800.4	2044.6	2661.5	1304.2	1079.4	1047.3	1554.4	1435.8	1294	1714.6	1253.5	1394.4	1298.7	1185.1	1293.1	1047.2	1401.7	1500.7	1107.9	1523.2	1193.5	1221.3	2093.3	1269.7	852.2
1415704_a_at	2442.7	5440.1	2491.7	1839.4	2033.1	1822.7	1999.6	1974.6	1676	1923.4	1581.1	1886.9	2689	1710.1	1445.5	2069.4	1894.3	1795.9	1537.7	1300.7	2211.9	2505.8	2287.3	2153.4	3783.8	3343.6
1415705_at	287.7	257.6	265.7	319.1	306.3	289.3	289	297.6	305	214.2	271	273.8	242.2	200.7	243.4	452.9	420.9	266.8	354.4	299.7	393.4	377.5	403.9	349.6	207.4	198.7
1415706_at	2423.4	2467.9	2433.2	3142	2671.3	1893.5	1991.4	3073.9	2571.1	2306.8	1657.6	1483	2466.9	2165.4	1646.3	1448.1	1319.9	2323.4	1166.4	1894.1	2086.7	1468.1	2220.4	2663.7	2739.2	1993.6
1415707_at	1121.3	1080.9	1032.2	1049.1	977.1	995.7	727.1	1000	1056.4	1228.7	1121.9	1087.6	695.5	1006	862	863.6	901.9	1120.1	1286	907.3	951	790.5	1084.4	1054.2	788.2	563.1
1415708_at	1589.6	565.9	2250.8	2264.4	1083.7	1128.7	1110.8	1925.2	1899.6	1022.1	1923.3	1314.5	1231.1	1204.3	1298	1133.2	1262.6	1788.5	2420.9	657.8	1271.5	1464.7	1106.1	1865.6	981.3	670.9
1415709_s_at	384.3	365.3	426.5	480.3	416.6	329.8	245.6	258.9	284.5	537.4	360.9	328	537	272.3	417.7	202.1	192.2	450.2	381.7	381.3	248.2	227.6	404	428.5	372.8	353.5
1415710_at	508	1098.1	506.1	551.8	525.7	538.8	383.8	642.1	562.1	610.6	597.2	639.8	670.1	702.5	399.7	534	435	497.8	245.7	834.1	861	531.4	1110.1	451.8	943.7	1035.6
1415711_at	1651.7	1057.6	1927.4	1885.9	1389.6	1893	1311.5	1652.5	1620.6	1663.4	1906.5	1401.3	1935.2	1259.9	1451.4	1391.9	1071	1938.9	1388.8	686.8	927.7	1089.2	929.6	2038.4	1575.7	981.2
1415712_at	269.5	155.8	332.8	344.7	211	172.1	215.1	148.1	179.2	265.5	401.1	281.4	222.1	222.5	218.8	195.2	203.5	252.4	873.5	117.7	194.6	240.1	168.3	383.4	446.5	392.8
1415713_a_at	915.4	1320	740.3	911.6	702.7	861.9	481.9	822.8	848.2	882.8	617	731.2	715.4	753.2	777.2	565	613.7	831.1	369.9	769.2	775.3	653.6	818.9	903.3	897.6	794
1415714_a_at	1286.5	1508.7	1124	884.9	977.3	1539.2	2245.7	1572.7	1307.8	1537.3	1729.9	905.8	1713.5	1383	1952.8	1829.8	2224.6	1128	1235.8	3468.5	2247.1	2347.9	2521.3	1398.8	2176.6	2289.2
1415715_at	379.6	179.2	340.4	305.3	248	288	265	228.3	263.8	394.2	219.8	325.2	251.4	254.2	229.8	259.8	257.8	423.6	112.9	163	119	58.7	133.4	289	333.4	221.5
1415716_a_at	28451	17804.7	27217.3	23445.2	18152.3	33290.5	28080.6	20458.9	17793.9	41422.7	31616.2	31742.3	29427.5	30759.4	34262.8	17822.3	19743.4	29155.4	43064.7	25287.2	23054.9	26006.4	27311.7	19670.7	22299.8	26710.6
1415717_at	585.6	333.1	581.8	699.7	470.8	439.8	387.8	327.6	320	470.1	375.5	394.7	463.5	450.4	402.5	359.1	338.7	535.1	599.6	381.6	521.6	459	503.8	539.3	397.4	347.6
1415718_at	675.9	608.3	739.2	498.4	470.3	647.3	486.8	533.2	547.8	750	618.2	525.1	623.9	525	605.4	295.7	259.4	644.7	597.2	763	817.7	948.9	726.7	663.7	839	734.8
1415719_s_at	428.3	432.4	290.6	292.8	519.9	465.4	395.6	444.2	417.4	241.3	339.5	416.5	324.7	254.3	356.3	600	465.5	367.8	446.2	273.2	283.6	262.6	240.9	335.3	894.8	989.8
1415720_s_at	904.8	562.8	641.9	756.8	943.8	931.1	812.8	638.4	595.7	728.3	429	590.8	635.3	395.8	633.2	1878.7	1448.4	896.6	612.5	469.7	675	407.1	700.1	775.8	429.4	501.6
1415721_a_at	688.8	407.2	672.5	716.5	617.3	591.2	393.6	559.2	540.7	775.9	583.7	436.3	656.6	550.8	454.3	408.3	338.5	602.7	311.4	400.2	463.9	433.2	525.4	592.2	503	350.5
1415722_a_at	1240.5	1329.9	1274.8	1116.7	1215.9	1261.1	1258.3	1113.1	1232.9	1405.6	1562	1518.9	1332.3	1109.9	1399.3	1400.7	1117.9	1432.3	1294.3	1231.4	1585.1	1647.3	1873.1	1560	1274.9	1297.8
1415723_at	3383	2418	4823.1	4169.9	2503.9	2949.5	2720.7	2646.7	2559.5	2719.6	2946	3056.2	3445.5	2044.5	2699.5	4274.4	3700.3	3150.7	5248.6	1099.5	2378.8	2128.1	1809.5	5443.8	3731.4	3969.1
1415724_a_at	6079.4	5067	5243.8	5861.5	4613	5339.5	3335.6	4455	4867.6	5415.7	2689.4	5050.3	4172.4	2986.6	4737.7	3524.1	2548.2	5010.2	2943.1	4339	3767.2	3699.2	4069.6	4916.5	3807.7	3504.7
1415725_at	331.5	583.3	273.8	270.2	192.4	319.3	203.8	299.1	310.2	277	311.8	327.1	386.6	323.8	405.3	303.6	313	336.4	298.8	312.9	277.9	302.3	313.4	269.4	390.3	371.9
1415726_at	714.5	945.8	725.8	856.1	663.4	548.2	446.9	776.7	728.9	578.4	613.1	596.2	579.3	577.2	433.4	559.5	487.3	707.8	504.9	480	474.9	621.8	582.1	580.4	781.2	592.6
1415727_at	960.5	495.6	884.6	678.4	841.6	815.4	801.1	1210.2	1328.8	1493.9	1405.9	719.6	964.3	1087.5	965.7	585.1	549	908.7	659	1796.9	795.9	643.5	988.9	614.4	625.5	616.5
1415728_at	437.5	604.9	444.9	411.4	368.1	407.1	346.4	383.8	378.6	366.1	588.7	533.9	420.5	399.8	289.8	443	407.1	446.9	664.8	456.5	514.5	631.6	502.8	441	540.3	649.2
1415729_at	1347.5	1057.8	1390.8	1549.4	1362.3	1387.3	1134.9	1048.7	1105.5	779.2	1309.6	1142.5	1396.1	851.6	818.9	1129.1	1025.5	1168.6	3480.5	929.7	953.7	936.5	1060.4	1695.2	1006.8	1090.6
1415730_at	1365.8	1019.5	1627.2	1921.8	847.1	911.3	707.8	820.7	928.9	1058.7	1611	862.4	839.2	939.2	796.7	804.1	661	1536.6	1478.6	755.1	1030.8	1066.6	1091	1834.9	1171.2	774.1
1415731_at	532.4	345.8	592	507.6	275.8	432.4	296.1	570.8	473.3	462	478.5	419.7	398	429.7	477.5	330.7	258.3	575	448.4	281	338.8	417.8	443.8	602.3	367	332.7
1415732_at	542.5	249.3	571.4	687.7	751.2	564.1	543.7	513.9	587.8	620.5	431.5	341	459.4	580.9	725.5	1023.4	1181.9	611.8	903.2	395.3	405.2	259.8	347.6	461.5	188.3	233.1
1415733_a_at	1564.8	3926.2	1271.8	1101.1	1622.5	1871.2	2054.3	1760.3	1918.4	1674.6	1753.9	2547.7	2127.2	2043.2	3402.2	1955.5	2825.2	1571.4	1486.7	5023.4	3018.4	3285.6	3407.2	1093.3	2753.4	4562.3
1415734_at	2791.9	2642.1	2398.2	2256.1	2245.8	1621.6	1769.4	2428.6	2547.6	2451.1	2710.1	1518.4	2090.2	2035.6	2136.9	1478.2	1293.4	2042.9	1154.5	2228.4	2035.3	2090.8	2221.5	1944.1	1765.4	1832.5
1415735_at	986.8	1871.1	827.4	992.2	1649.9	999.7	806.9	1123.2	1152.3	1159.2	979.6	958.6	870.6	858.3	768.9	2122.9	1425.7	977.8	1945.6	1368.5	1213.3	828.9	1436.9	850.1	1168.9	854.9
1415736_at	8288.9	4473.8	6324.1	4905.4	2705.2	5801.4	4500.6	6456.8	6574.4	5876.6	5149.3	4142.7	8118.5	7305.2	10650.5	1820.5	2241.3	5728	2578.3	9258.5	5826.8	10171.9	7728.3	3826	2535.1	2791.7
1415737_at	1357.1	1034.5	1174	1616.3	1073.3	1686.9	1458.4	776.5	737.9	1484.1	1353.5	1855.7	922.4	630.3	1285.2	1430.9	1590.2	1302.5	1139.8	762.9	1021.4	901.5	857.3	1467.7	857.4	595
1415738_at	1031.9	818.8	838.1	952.6	870.6	770	1066.5	921.8	1065.3	1279	556.1	1039.3	924	907.3	962.2	455.5	366.2	923.4	415.2	1270.9	1024.3	985.3	1073.4	1094.5	560.2	597.7
1415739_at	1140	743.8	1065.4	954.2	1066.8	973.1	784	800.8	896.3	1140.5	900.6	720.8	932	810.9	832.1	870.1	719.6	934	1002.2	1191	1127.8	763.7	1206.9	1027	1170.4	1044.6
1415740_at	1476.1	4469.2	976.3	1080.4	2166.2	1896.3	1697.4	1631.4	1965.8	1734.6	2243.7	2247.8	1878.7	1806.7	2000.4	2352.7	1894.4	1369.3	1179.3	2905.3	2850.5	2107	2618.7	1059.7	2472.2	1980.3
1415741_at	1024.2	1362.6	1078.7	1071.8	1654.1	1324.1	1585.2	1223.6	1060	1174.9	1256.2	1825.3	1584.7	1724.2	1551.3	1902.3	1476.9	1102.3	1925.3	2019.6	1673.9	2127.5	1792.3	1302.4	2231.2	2660.8
1415742_at	1116.7	1028.6	1266.5	1172.4	993.7	878.5	799.5	876.8	943.8	1066.9	1082.5	803.2	1121.1	1211.8	1088.1	1072.9	1042.7	1257.6	877.1	1083.4	1151.3	737.5	1110.7	1043.9	782.5	760
1415743_at	344.9	200.9	416.7	476.7	254	265.4	245.2	177.6	232.4	444.9	328.2	210.7	268	281.5	276.8	124.6	101	367.9	341.4	357.2	349.1	193.3	313.6	352.2	242.5	226.7
1415744_at	879.4	2232.5	763	1225.3	1389.6	2146.6	2191.3	1773.6	1719.7	1468.6	1880.3	1718.9	1313.4	1644.7	1692.8	2828.1	2551.2	1461.9	1223.9	3190.2	2009.6	2035.7	1993.7	1029.8	1629.1	2293.5
1415745_a_at	869.9	617.4	860.4	689.9	677.2	867.2	497.1	835.5	777.8	1075.1	585.6	650.9	681	603.8	824.2	500.6	312.2	741.9	274	586.1	751.6	695.8	794.8	790.8	541.1	728.4
1415746_at	498.2	411.3	548.1	787.4	561.4	350.6	419.7	326.4	322.2	578.3	713.7	380.9	388.1	418.5	470.5	380.1	256.2	510	789.1	359.2	372.3	269.6	323.6	625.2	363	176.4
1415747_s_at	1510.7	1045.2	1575.7	1902.5	2230.9	2561.7	2764.1	1483.7	1474.5	1179.1	2052.9	1475.7	1343.4	1403.4	1358.1	3027.5	2651.7	1764.1	3206.7	735.7	1510.4	1373.6	1248.9	2444.9	1353.2	1418.1
1415748_a_at	1340.4	1065.6	1145.3	1209.7	939.4	1273.2	1168.3	1352.2	1307.2	1555.5	1157.2	980.2	1028	1175.2	973.5	928.3	927.6	1374.2	604.2	1138.4	1353.5	1263.5	1429.8	1281.3	972.9	843.5
1415749_a_at	1350.4	1362.4	1057.3	1089.3	1250.1	1175.3	1075.1	1278.3	1336.6	1446.1	863.5	1201.5	1084.3	1340.7	1291.7	1040.1	996.2	1119.8	1934.5	1170.5	1759.5	1777.3	1941.1	1378.3	1553.4	1479.2
1415750_at	285.4	1333	248.7	242.3	328.8	445.9	314.5	605.3	581	405.4	431	578.2	386.3	579	310.2	451.8	649.2	258.8	441.2	852	490.1	321.9	543.1	324.5	476.5	435.5
1415751_at	2146.3	1131.4	2137.6	2345.6	2046.3	1894.2	1410.7	1718.4	1713.8	1846.6	1269.6	1651.4	2299.3	1196.3	1731.7	1454	1209.1	2005.4	2376.1	1770.2	1888.7	1630.2	1926.1	2448.2	1861.6	1651.1
1415752_at	1804	1557.5	1639.3	1347.3	1929.2	2362.3	2478.9	1724.9	1708.1	1917.4	2715.5	2729.9	2339.2	2502.2	2226.8	2203.9	2355.3	1784.1	1511.6	2229.1	2153.8	2370.7	2374	1831.6	1366.1	1376
1415753_at	1486.6	1027.4	1626.4	1430	983.4	1422.6	974.8	939.1	1038.3	1243.1	778.3	661.1	899.4	665.8	1175.2	876.9	856.8	1111.6	671.4	1786.4	961.6	700.9	1153.6	1427.6	1471.6	1630.5
1415754_at	1144.3	2957.1	845.5	737.5	1472.4	1573.3	1975.2	1626.8	1438.9	1676	2247.8	1882.8	1741.4	2030.9	2347.1	1724.4	2294.5	1334.3	995.5	4826.9	3631.4	4111.6	4106.3	846.8	1263.2	1351.2
1415755_a_at	1681.1	1428.2	1646.1	2116.2	1746.6	1345.9	1439	1659.3	2154.8	1724.1	1634.2	1770.8	1596	1649.4	1417.8	2708.1	1927.3	1693.3	736.8	1579.3	1926.7	1068.8	1759.1	1410.2	1588.5	1648.9
1415756_a_at	724.6	566.8	798.8	829	357.2	512.1	336.7	765.5	868.4	841.2	951	717.3	651.6	667.6	808.5	276.4	314.2	728.6	517.9	469.7	836	826.7	808.5	670.4	464.9	431.2
1415757_at	381.2	306.9	404.8	445.2	323.5	184.1	237.7	232.8	366.7	410.9	288.6	147.8	352.8	302.8	272.9	157.1	80.9	243.5	203.2	255.7	229.5	160.8	258.4	266.8	345.8	197
1415758_at	831.6	700.8	761.2	1145.5	1072	972.6	807.8	482	519.7	897.5	1329.3	556.4	1074.4	875.9	524.3	1109.1	829.1	1220.5	1278.5	585.3	630.3	572	663.3	1444.3	917	494.8
1415759_a_at	2201.8	3362.6	1671.7	1594.4	1701.9	2001.8	2198.6	2314.7	2394.3	2262.3	2085.8	2280.6	2599.6	2220	3169.8	1755.7	2116.3	2145.7	1372.7	4482.1	3579.2	4120.2	3812	1863.7	2504.3	2750.8
1415760_s_at	1472.1	2623.4	1324.2	1014.4	2119	1798.6	1451.2	2510.9	3151.9	2042.8	2226.2	1352.6	1516.1	2158.4	2281	1709	2032.8	1633.4	1110.8	3606.4	2679.4	2990.9	2769.8	1191.9	1663.4	1921.1
1415761_at	748.4	1463.8	779.4	514.7	570.1	811	935.9	966.5	1203.2	1132.3	1512.4	1330.4	1067.2	992.9	1055.8	850.5	1007.4	729.7	571.6	1904.3	1305.3	1493.5	1282.2	593.2	779.4	681.6
1415762_x_at	796.5	1568	753	537.6	666.1	837.2	943.2	1018.1	1212.5	1329.3	1441.8	1575.6	1168.1	1060.5	1231.3	767.5	1002.7	677.2	575.8	2141	1419.5	1667.8	1404	547.7	1017.4	836
1415763_a_at	1229.7	749.2	1335.7	1072.9	1382.3	1397.1	1601.8	821.1	980	1199.4	1238	1045.8	1612	1168	1730	2182.3	1762.1	1289.8	1832.9	1499.3	1297.9	1461.8	1337.1	1602.9	1551.8	1440.1
1415764_at	1939.3	1076.6	2539.3	2472.8	1516.7	1578.3	1477.4	1761.2	1794.7	1174.4	3716.8	2088.8	1761	2331.6	1673.8	1000.9	1248.8	2324.1	7651.4	1230.1	1878.6	1988.1	1304.1	2915.6	2129.6	1707.8
1415765_at	933.7	874.3	592.8	941.8	713.1	1217.2	915.4	481.7	568.4	991.6	1182.1	878.2	841	848.1	549.7	989.8	1098.2	1098.4	784.4	789	793.1	470.6	491.4	966.1	1051.4	701.5
1415766_at	351.4	193.1	405.7	368.9	358.3	333.5	266.8	404.5	424.8	342.8	426.3	255.1	444.9	294.9	290.2	381.4	260	358.9	500.6	303.2	354.7	426.2	394.5	385.6	438	524.2
1415767_at	898.1	1149.7	1005.8	1066.9	1180.2	953.6	743.8	1154.4	1015.1	944	1044.1	1104.5	976.9	879.2	614.4	881.7	764.8	978.7	641.8	1169.7	1064.5	936.1	1060.1	941.2	1564.7	1378.2
1415768_a_at	1418.7	471	1500	1731.9	1576.9	1654	1444.2	696.7	817	2167.7	1695.8	1024	902.7	737.8	993	1310.2	1234.2	1201.9	1245.2	703.8	695.2	594.7	677.3	1204	1193.2	1096.2
1415769_at	762.3	410.2	860.5	823.2	436.1	382.1	483	877.6	783.2	778.1	477.6	560.4	540.1	507.3	506.1	300.2	282.8	636.6	373.5	270.4	336.5	603	298.5	868.6	493.4	497.8
1415770_at	760.8	799.8	686.3	866	619.8	662.2	847.2	580.2	594.8	1138.9	488.1	658.5	788.9	1011.8	680.6	401.3	334.2	879.9	339.2	875.2	525.2	332.5	722.6	617.2	981.4	977.7
1415771_at	6334.7	16938.5	5290	5241.9	6479.2	8368.5	7537.9	7781.1	7050.4	7776.9	10380.2	12713.2	9703.1	10182.5	7761.2	9482.1	9688.8	6049.3	3912.3	7931.5	8882.1	8865.9	8769.7	6042.4	12017.9	12283
1415772_at	495	2078.8	456.5	449	384	650	465.7	562.3	553.9	546.3	759	862.2	765.5	452.3	343.2	451	548.5	498.8	387.4	426.9	203	170	215.5	484	1536.7	1183.6
1415773_at	3074.9	9963.8	2513.4	2577.9	2548.1	3542.9	3467.5	3229.8	3397.1	3815.1	3120.7	6907.8	4769.7	5390.9	3098.3	4297.7	4327	3099.9	974	4450.4	5132.6	5706.9	4658.8	2425.7	5276.7	4395.6
1415774_at	192.9	533	279.7	199.7	265.9	233.8	196.5	273.4	308.9	278.9	247.1	379.1	245.8	311.3	167.3	140.5	147.8	273.7	268.2	320.4	240.1	279.9	221.8	329.2	249.9	191.5
1415775_at	4129	9581.9	3690.2	3933.8	4311.3	5257.2	5092.7	5479	5252.5	4274.2	6810.1	6410.2	4848.7	6178.1	5395.9	6418.2	6138.8	4267.8	5313.3	6138.4	5949.5	5443.7	5984.2	5295.5	8558.7	9610.9
1415776_at	475	208.4	437.4	401.4	300.8	242	149	463.9	419.2	403.6	287.6	248.8	378.4	301.6	355.4	113.1	112.9	390.2	207.4	203	283.3	253.8	274.9	396.3	246	203.6
1415777_at	24.1	3.8	6.8	7.9	16.7	15.2	35	3.3	1.5	7.3	7.7	108.5	34.9	180.5	124.5	24.1	23.9	50	40.2	43.2	1139.9	503.1	264.5	7.9	1.9	17.1
1415778_at	2995.9	5235.3	3214.2	2801.6	3429.7	2789.6	4050.4	3560	3590	2274.6	3529.1	3921.3	4038.8	3141.5	3156.3	3824.3	4833.2	2883.1	3468.5	5283.8	5432.8	6645.7	5051.2	2917.6	4588.9	5576.7
1415779_s_at	16867	19992.4	17946.9	16709.3	17970.2	15400.2	12503.4	17926.6	16473.5	23843	19091.2	13613	17698.5	20812.2	17950.5	10320.9	9954.7	16580.5	13256	13665.5	11034.4	9258.7	12799.6	13426	17176.4	17684.7
1415780_a_at	332.5	372.4	464	326.1	225.3	314.5	165.6	85.8	138.9	168.8	137.2	20.3	208.3	55.8	117.4	26.7	40.4	331.9	498	28.8	4.2	31.8	1	388.9	357	294.3
1415781_a_at	11855.6	14895.6	13002.2	12168.8	13076.7	13005.8	15639.9	9176.5	8458.6	13727.1	16642.1	14160.8	13839.5	15833.1	18090.7	11580.3	14369.8	11519.4	15753.9	15445.4	13078.4	16021	12330.2	10536.9	14860.4	19633.8
1415782_at	3842.3	7808.2	4375.4	4590.5	4129.9	4999.9	6691.3	3502.6	3879.2	5271.2	6051.7	7065.1	5419.7	5553.5	7524.2	5476.4	6895.5	4182.4	3528.2	8918.1	5302.9	8786.9	5193.9	3633.4	8410.6	9890.7
1415783_at	2072.5	1864.4	2021.2	2219	1858.9	2555.3	3704.1	2947.5	2926	1965.9	2083	3175.1	1993.6	1806.8	2852.1	3441.5	4563.2	2101.1	1861	1785.9	2593.6	3662.4	2598.6	2536.3	2923.6	3346.8
1415784_at	815.5	499.7	688.8	644.8	596.8	830.8	1004.4	583.7	678.8	657.4	446.5	1090.6	709.5	668.5	606.8	1321	1466.3	870.3	519	573.2	962.7	1469.1	875.7	558.4	405.4	495.4
